n_points,shape,chunk,blocks_allocated,bytes_est,write_s,write_pts_per_s,scan_box,scan_s,scan_blocks_visited,scan_hits,max_blocks,max_hits
20000,1000x1000x1000,16,19205,314654720,0.24439880019053817,81833.46229362665,"0,256,0,256,0,256",0.2000648002140224,324,337,5000,20000
