n_nodes,queue_max,max_inflight,process_delay_s,concurrency,n_requests,p50_ms,p95_ms,mean_ms,throughput_rps,alloc_cur_kb_delta,alloc_peak_kb
9,1024,1024,0.0,1,1200,0.0528,0.0721,0.06408358333333333,10150.077332992165,913.1591796875,1796.208984375
9,1024,1024,0.0,9,1200,0.2873,0.4139,0.357799,14299.077111004448,928.2294921875,1811.8642578125
9,1024,1024,0.0,64,1200,1.7967,10.5577,2.2817891666666665,14339.830082236685,870.2763671875,1764.3154296875
