n_nodes,queue_max,max_inflight,process_delay_s,concurrency,n_requests,p50_ms,p95_ms,mean_ms,throughput_rps,alloc_cur_kb_delta,alloc_peak_kb
9,1024,1024,0.0,1,1200,0.0384,0.0551,0.04558558333333333,14256.065050903557,853.6943359375,1717.341796875
9,1024,1024,0.0,9,1200,0.2377,0.3321,0.28038808333333337,18034.31923911977,833.4638671875,1693.5283203125
9,1024,1024,0.0,64,1200,1.5041,7.5136,1.8118064166666665,18791.841216089466,840.3779296875,1710.6357421875
